x,y,z,yaw,mps,change_flag
703351.93,5268632.01,0,1.9906437023210524,10,0
703351.522,5268632.924,0,1.9901379740898941,10,0
703351.115,5268633.837,0,1.990137974469239,10,0
703350.708,5268634.75,0,1.9906437022148462,10,0
703350.3,5268635.664,0,1.990137974469239,10,0
703349.893,5268636.577,0,1.9897310273562039,10,0
703349.486,5268637.491,0,1.990137974469239,10,0
703349.079,5268638.404,0,1.9906437023210524,10,0
703348.671,5268639.318,0,1.990137974469239,10,0
703348.264,5268640.231,0,1.9901379740898941,10,0
703347.857,5268641.144,0,1.9906437022148462,10,0
703347.449,5268642.058,0,1.990137974469239,10,0
703347.042,5268642.971,0,1.9897310277348563,10,0
703346.635,5268643.885,0,1.9901379740898941,10,0
703346.228,5268644.798,0,1.9906437023210524,10,0
703345.82,5268645.712,0,1.990137974469239,10,0
703345.413,5268646.625,0,1.9901379743628687,10,0
703345.006,5268647.538,0,1.9897310277348563,10,0
703344.599,5268648.452,0,1.9910513163822954,10,0
703344.191,5268649.365,0,1.9897310277348563,10,0
703343.784,5268650.279,0,1.990137974469239,10,0
703343.377,5268651.192,0,1.9910513162760117,10,0
703342.969,5268652.105,0,1.9897310277348563,10,0
703342.562,5268653.019,0,1.990137974469239,10,0
703342.155,5268653.932,0,1.9897310277348563,10,0
703341.748,5268654.846,0,1.9910513167622625,10,0
703341.34,5268655.759,0,1.9897310273562039,10,0
703340.933,5268656.673,0,1.990137974469239,10,0
703340.526,5268657.586,0,1.990137974469239,10,0
703340.119,5268658.499,0,1.9906437022148462,10,0
703339.711,5268659.413,0,1.9901379740898941,10,0
703339.304,5268660.326,0,1.9897310277348563,10,0
703338.897,5268661.24,0,1.9910513167622625,10,0
703338.489,5268662.153,0,1.9897310276285638,10,0
703338.082,5268663.067,0,1.9901379740898941,10,0
703337.675,5268663.98,0,1.990137974469239,10,0
703337.268,5268664.893,0,1.9906437023210524,10,0
703336.86,5268665.807,0,1.990137974469239,10,0
703336.453,5268666.72,0,1.9897310277348563,10,0
703336.046,5268667.634,0,1.9901379740898941,10,0
703335.639,5268668.547,0,1.9910513166559787,10,0
703335.231,5268669.46,0,1.9897310277348563,10,0
703334.824,5268670.374,0,1.990137974469239,10,0
703334.417,5268671.287,0,1.9906437019417782,10,0
703334.009,5268672.201,0,1.990137974469239,10,0
703333.602,5268673.114,0,1.9897310277348563,10,0
703333.195,5268674.028,0,1.990137974469239,10,0
703332.788,5268674.941,0,1.9910513162760117,10,0
703332.38,5268675.854,0,1.9897310277348563,10,0
703331.973,5268676.768,0,1.990137974469239,10,0
703331.566,5268677.681,0,1.9897310277348563,10,0
703331.159,5268678.595,0,1.9910513162760117,10,0
703330.751,5268679.508,0,1.9897310277348563,10,0
703330.344,5268680.422,0,1.990137974469239,10,0
703329.937,5268681.335,0,1.9910513167622625,10,0
703329.529,5268682.248,0,1.9897310277348563,10,0
703329.122,5268683.162,0,1.9901379740898941,10,0
703328.715,5268684.075,0,1.9897310277348563,10,0
703328.308,5268684.989,0,1.9910513166559787,10,0
